user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
World Cafe,"Philadelphia, PA","World Cafe is produced by @WXPNFM in Philadelphia. It is hosted by Raina Douris (@RahRahRaina), along with contributing host Stephen Kallao (@stephenkallao).",2009-04-28 20:19:10+00:00,32198,1442,5467,True,2021-11-24 20:33:00+00:00,"In this episode of World Cafe, @st_vincent dives into the story of her #GRAMMYs nominated album, 'Daddy's Home' and the record's sonic and thematic influences — New York City in the 1970s, Steely Dan, a guitar she received from Jack Antonoff — and more! 
https://t.co/p7ypFl3zGF",['GRAMMYs'],TweetDeck,False
Jo Starr,Philadelphia,"Tough cookie. 
Bra tosser @PinkBraUSA                         Real Nurse, just not right now @NursesDish",2017-10-23 16:20:45+00:00,229,228,6898,False,2021-11-24 20:32:38+00:00,"@colbertlateshow @JonBatiste Hands up, @JonBatiste #GRAMMYs",['GRAMMYs'],Twitter for Android,False
Dawn Philips,,#Conquerer II Your Crypto Babe II ✨,2021-10-13 14:30:33+00:00,135,467,55,False,2021-11-24 20:32:38+00:00,"@emma_doube I'm eyeing to #PlayToEarn now @emma_doube and I just crossed to @PokerDAO👌What heard is it's a full decentralized game were players can play with any token they wish and can earn fees by staking their $PKDs 💸

👉check out here: https://t.co/Z3JS4lpUZo 

#Crypto #GRAMMYs #HODL",['PlayToEarn'],Twitter Web App,False
josiahbassey,"New York, USA","Artist, producer, songwriter, Naija boy!",2011-01-04 12:09:52+00:00,1230,1989,717,False,2021-11-24 20:32:26+00:00,"Last year I was celebrating @wizkidayo and @burnaboy Grammy nomination like it was mine, this year I’m celebrating my first nomination. Super grateful right now and Naija 🇳🇬 no dey carry last! @RecordingAcad #holdustogether #GRAMMYs @HERMusicx @taurenwells https://t.co/Skj6biSQgp",,Twitter for iPhone,False
𝓓𝓪𝓿𝓲𝓭 🧣,,"cause loving him was red ❤❣🧣💄🩸🎈♥️🍎



just @taylorswift13 and @lorde stan",2020-11-10 21:04:42+00:00,617,747,82561,False,2021-11-24 20:32:23+00:00,Because i'm fan of #GRAMMYs i wanna discuse about some moments sooo...,['GRAMMYs'],Twitter for Android,False
[man among men],United States,"@manamongmenband
Praised... “excellent production, sonic guitars, powerful vocals, strong & powerful sound” (HOM, London, FM) alt |  metal | funk | underground",2019-06-15 01:27:38+00:00,244,172,894,False,2021-11-24 20:31:46+00:00,"Do independent unsigned artists ever get considered for the @RecordingAcad @GRAMMYMuseum 
Or just record label artists only???
Asking for a friend, lol 🥳
The Distance 
I wrote it in 2003
Released 2020 before Wolfie’s FYI 😉
#GRAMMYs @GRAMMYAdvocacy 
https://t.co/9j2M5WcVKf https://t.co/NNiBP1AC2W",,Twitter for iPhone,False
Boo & Jerry,"Spalding, England","LUXURY SOY CANDLES - HANDMADE IN LINCOLNSHIRE UK. 

SIMPLE
CLEAN
ELEGANT

https://t.co/2m4UypDY6e

LAW STUDENT & CANDLEMAKER

#candles #handmade #waxmelts",2017-01-16 15:35:05+00:00,2120,3236,13808,False,2021-11-24 20:31:13+00:00,"Hocus Pocus! The name says it all. This magical scent is a delicate musk and floral delight, with an ever so slight hint of spice. Prepare to be spellbound!
https://t.co/U30g078ud8

#waxmelts #uk #love #magic #luxury #gift #Gifted #Happiness #wednesdaythought #ImACeleb #GRAMMYs https://t.co/gGnjP1awnz",,Twitter Web App,False
Prince Allison 👑👑,,Proud fornicator😂😂😂,2021-11-13 18:16:23+00:00,147,553,142,False,2021-11-24 20:30:47+00:00,Urban dictionary 😂😂😂😂#GRAMMYs https://t.co/xeiW42WQUk,['GRAMMYs'],Twitter for iPhone,False
IKIGAI,"Cape Town, South Africa",Therapeutic & Development Agency specializing in Mental Health Support/ Ted X Speaker/Motivational & Keynote Speaker,2019-04-08 20:43:30+00:00,167,891,241,False,2021-11-24 20:30:45+00:00,Night night! 🤗 #GRAMMYs #cryptoban #iyikisen #BlackFridayUpsized #BlackFriday #RestoreTheSnyderVerse #BlackTwitter https://t.co/tAKElcvZWn,"['GRAMMYs', 'cryptoban', 'iyikisen', 'BlackFridayUpsized', 'BlackFriday', 'RestoreTheSnyderVerse', 'BlackTwitter']",Twitter for Android,False
Sanele Mkhize,Pietermaritzburg,● God's Favourite ● Last Born ● Luke 10:19 ●,2012-07-27 10:04:00+00:00,11375,8741,65761,False,2021-11-24 20:30:15+00:00,I’m very happy that @MavCityMusic got nominated for the #GRAMMYs 🙌🏾🙌🏾,['GRAMMYs'],Twitter for iPhone,False
Seanseanv,"Chicago, IL",CHICAGO DISCO HOUSE MUSIC: https://t.co/574qASwMQL,2009-09-23 12:48:37+00:00,12,3,86,False,2021-11-24 20:30:13+00:00,SEANSEANV The Shopping Song https://t.co/K8pYNWaVvN via @YouTube #HotTrendingSongs #BeWithMe #BEFIRST #AppleMusic Best Music Video #FormulaOfLove Permission To Dance #wednesdaythought #ADA Song of the Year Paramore #music #Grammy Record of the Year #GRAMMYs ROTY Album of the Year,"['HotTrendingSongs', 'BeWithMe', 'BEFIRST', 'AppleMusic']",Twitter for iPhone,False
Nat'l Endow f/t Arts,"Washington, DC","The NEA is an independent federal government agency that supports artistic excellence, creativity & innovation for the benefit of individuals & communities.",2009-05-21 19:21:29+00:00,104204,1036,30160,True,2021-11-24 20:30:00+00:00,"It's an exciting #GRAMMYs year for our #NEAJazzMasters!

Congratulations to @itstonybennett, @KennyBarron88, and @PatMetheny on their nominations. Chick Corea, who sadly passed away earlier this year, is also nominated.","['GRAMMYs', 'NEAJazzMasters']",Twitter Web App,False
Music News,,News about music! Follow us!,2021-04-16 09:35:53+00:00,35,23,75,False,2021-11-24 20:29:56+00:00,"Check out Miley Cyrus' Response to Grammys Snub #mileycyrus #GRAMMYs #musicnews

https://t.co/AYeVa0flsJ","['mileycyrus', 'GRAMMYs', 'musicnews']",Twitter for Android,False
Darious Lyles,"Chicago,ill",Singer 🎤 The Voice | Top 24 Season 18 📧 dariouslyles7@gmail.com,2009-03-14 16:11:34+00:00,1898,2067,3453,False,2021-11-24 20:29:30+00:00,Woke up thankful ! Big thank you and Congrats to @TenCityGroup for this opportunity  on the album “Judgement” 🙏🏾  first nomination I was apart of 💯 #GRAMMYs https://t.co/qRmA3dXqnV,,Twitter for iPhone,False
🎄Carbisha🎄,wap,🎅🎄/Aries♈️/Cardi noticed 1 time 🥳,2021-07-15 06:23:14+00:00,403,449,21431,False,2021-11-24 20:29:04+00:00,Bag secured UP is winning wbk #GRAMMYs https://t.co/zJnQh0PEK6,['GRAMMYs'],Twitter for iPhone,False
Lewis 🍿🎄,UK,I talk about films. Host on @NowShowingPod. Writer for @indie_pendent @GetYourComicOn @CoastalHMedia 🍿🎞 he/him,2018-06-14 19:43:53+00:00,3497,2937,33318,False,2021-11-24 20:28:38+00:00,Can all the awards shows sync their calendars pls? How are Soul and Dune nominated for the same award at the  #GRAMMYs😂,['GRAMMYs'],Twitter for iPhone,False
Lil Feinex,,"Song Writer/Artist
 I do a bit of singing as well, mostly Spanish 😉",2020-09-05 21:57:28+00:00,6,28,56,False,2021-11-24 20:28:32+00:00,Help support my music 🙏🏼 #Rap #Trap #Viral #Trending #Reels #Tiktok #Shorts #YouTubeShorts #GRAMMYs #singyourdialect #Songwriter #Hiphop #Gas #Fire #SupportSmallStreams https://t.co/8M0zSYu75w,"['Rap', 'Trap', 'Viral', 'Trending', 'Reels', 'Tiktok', 'Shorts', 'YouTubeShorts', 'GRAMMYs']",Twitter for Android,False
Boo & Jerry,"Spalding, England","LUXURY SOY CANDLES - HANDMADE IN LINCOLNSHIRE UK. 

SIMPLE
CLEAN
ELEGANT

https://t.co/2m4UypDY6e

LAW STUDENT & CANDLEMAKER

#candles #handmade #waxmelts",2017-01-16 15:35:05+00:00,2120,3236,13808,False,2021-11-24 20:28:28+00:00,"Pure sexiness in a glass! Coco Sandalwood fragrance starts with notes of coconut milk, cedarwood and sandalwood and rests on a base of musk and vanilla.
https://t.co/OPdKYHvnF6

#uk #candle #handmade #nftcollectors #love #luxury #ImACeleb #wednesdaythought #Wednesday #GRAMMYs https://t.co/JROyO8R7j9",,Twitter Web App,False
BoneZ *Pureblood*,Florida - #ShallNotBeInfringed,"21yr. US Air Force Retiree
#MAGA, #KAG, #TBOC,
#Tarheel, #1A - #FreeExerciseThereof & #2A - #ShallNotBeInfringed",2013-01-28 22:10:53+00:00,1612,2319,25621,False,2021-11-24 20:28:12+00:00,"I was not nominated for the #GRAMMYs again this year...

Must be #LivingRight!","['GRAMMYs', 'LivingRight']",Twitter for Android,False
Universal Music Publishing Group,Worldwide,🌏 Home to the world’s top artists & songwriters. 🌏,2011-12-01 01:25:40+00:00,20811,1646,14037,True,2021-11-24 20:28:05+00:00,"𝙄𝙩’𝙨 𝙏𝙧𝙪𝙚: @lilbaby4PF adds 5 #GRAMMYs nominations under his belt. 🙏

🏆 Album Of The Year x 2 (via Back of My Mind and Donda) 
🏆 Best Melodic Rap Performance x 2 
🏆 Best Contemporary Christian Music Performance/Song https://t.co/ikfc2xNjPK",['GRAMMYs'],Twitter for iPhone,False
Queen Tea,,A Proud Christian version of Lee Je-Hoon and A Proud 2nd Gen Kpop Stan #StopNewGenKpopGGs #AbolishEdgyPeople,2019-10-05 21:23:32+00:00,296,1083,34567,False,2021-11-24 20:27:30+00:00,Its happening lmfao #GRAMMYs https://t.co/i8yxpAIEzm,['GRAMMYs'],Twitter for iPhone,False
Awesome_Reincarnate,lusaka zambia,"Actor, Film Maker/Editor, Camera Work, Graphics and Animation.",2010-04-22 05:49:11+00:00,238,390,173,False,2021-11-24 20:27:14+00:00,You have a very valid point bro. Congratulations to the Nominees #fingerscrossed #GRAMMYs #GrammyMuchibemba #ZedTwitter https://t.co/xuZn0S3npR,"['fingerscrossed', 'GRAMMYs', 'GrammyMuchibemba']",Twitter for Android,False
Superstar Perihon⭐️🤴,Republic of Mauritius/ Nigeria,Artist /Song Writer /Music Business🇳🇬🇲🇺 Born Champion🤴🎤 I.G: perihon_official,2014-09-06 12:43:44+00:00,356,448,2681,False,2021-11-24 20:26:57+00:00,"#joanna out now!
Prod: @joebagz_ 

Link below 👇 
https://t.co/74SSdiVVL8

#disturbingmauritius 
#Afrobeats 
#GRAMMYs https://t.co/AyLKaeaFvX","['joanna', 'disturbingmauritius', 'Afrobeats', 'GRAMMYs']",Twitter for iPhone,False
JoJo,,I love country music,2020-08-09 20:49:13+00:00,331,1708,1710,False,2021-11-24 20:26:41+00:00,2022 GRAMMY Nominations Announced https://t.co/UiB3qOWw99 via @YouTube #GRAMMYs,['GRAMMYs'],Twitter Web App,False
[man among men],United States,"@manamongmenband
Praised... “excellent production, sonic guitars, powerful vocals, strong & powerful sound” (HOM, London, FM) alt |  metal | funk | underground",2019-06-15 01:27:38+00:00,244,172,894,False,2021-11-24 20:25:55+00:00,"@WolfVanHalen @MammothWVH @RecordingAcad The Distance 
I released just months before your song
I wrote it in 2003
FYI 
I’ll check yours out here soon!
Good luck 👍 on the Grammy
Ciao Wolf 
#GRAMMYs @manamongmenband @GRAMMYAdvocacy 
https://t.co/9j2M5WcVKf",,Twitter for iPhone,False
Lekki/Ajah Based Chef,"Lagos, Nigeria","BN 3181162🇳🇬 Kingdom Caterer|| Mini Events Catering|| Lunch Packs|| Small Chops|| Food Bowls||Parfaits||Smoothies||Fruit juice|| In-house Chef||
08134140961",2017-08-21 07:42:27+00:00,552,287,13304,False,2021-11-24 20:25:42+00:00,"When last did you eat ewedu?👩‍🍳😋

We're here to serve you mouth watering dishes always!👩‍🍳
https://t.co/7A5P361MZn

#food #cooking #GRAMMYs https://t.co/J2La0ZANHH",,Twitter for Android,False
shaurya,,📈,2019-07-22 02:53:53+00:00,16,221,722,False,2021-11-24 20:25:05+00:00,Connecting dots #Intraday #IDO #iPhone #stockmarkets #BTC #Bitcoin #CryptocurrencyNews #NSE #GRAMMYs #bnf #NASDAQ https://t.co/BhieHNOiOd,"['Intraday', 'IDO', 'iPhone', 'stockmarkets', 'BTC', 'Bitcoin', 'CryptocurrencyNews', 'NSE', 'GRAMMYs', 'bnf', 'NASDAQ']",Twitter for iPhone,False
Wahyu Elvira Hmz,"DKI Jakarta, Indonesia",never give up before success,2021-11-14 08:24:14+00:00,1,26,285,False,2021-11-24 20:24:55+00:00,@bts_bighit @btsvotingorg @RecordingAcad 🏆 | BTS “Butter” has been nominated for “Best Pop Duo/Group Performance” at the 64th Grammy Awards! #GRAMMYs,,Twitter for Android,False
Ruben O’Neill,,Actor/ Voice Actor in progress Represented by @htacasting https://t.co/eSfxUAPI4L,2021-11-24 16:11:15+00:00,2,3,50,False,2021-11-24 20:24:41+00:00,Wow my first video game!! Hear a familiar voice? I’m blessed to voice both Jackie and Costa! #cartoon #actor #videogame #anime #GRAMMYs #netflix #joy #emotion #blessed #greatful #cast #call https://t.co/FsasnV53Zh,"['cartoon', 'actor']",Twitter for iPhone,False
Wahyu Elvira Hmz,"DKI Jakarta, Indonesia",never give up before success,2021-11-14 08:24:14+00:00,1,26,285,False,2021-11-24 20:23:56+00:00,@btsvotingorg 🏆 | BTS “Butter” has been nominated for “Best Pop Duo/Group Performance” at the 64th Grammy Awards! #GRAMMYs,['GRAMMYs'],Twitter for Android,False
Music News,,News about music! Follow us!,2021-04-16 09:35:53+00:00,35,23,75,False,2021-11-24 20:23:32+00:00,"LOOK: Jay-Z Now Holds the Record for Most Grammy-Nominated Musical Artist in History #JayZ #GRAMMYs #musicnews
https://t.co/gez0sOp8cn","['JayZ', 'GRAMMYs', 'musicnews']",Twitter for Android,False
FEEK©️,Free palestine,Entrepreneur | 21 Counties Travelled | Long $amc 🦍 🇺🇸 🇨🇦 🏴‍☠️ 🇱🇧 🇯🇲 🇵🇸,2008-04-22 08:20:29+00:00,802,2458,8963,False,2021-11-24 20:23:16+00:00,"100% conviction in #amc . The play is still the same . Did shorts cover …… nope.   

Still here baby. 
#apestogetherstrong
#amcstock
#GRAMMYs  😉",['amc'],Twitter for iPhone,False
🎄Tebogo Koma🎄,"Knysna, South Africa",• “Memento Mori” • 🎮 Entrepreneur • 🎓 Science. ↓ Click Link 4 Bio ↓,2017-01-20 12:44:36+00:00,8044,2433,1305,False,2021-11-24 20:23:00+00:00,"Get an Online Shop for half the price this Black Friday month, with:

• FREE Domain name
• FREE SLL Certificate
• Pay in Instalments

📮WhatsApp: https://t.co/GZwXhJcni6
__
#GRAMMYs Sancho #ICanWithAbsa Chelsea ANC #crypto #fintech Mbaks EFF Reece James #VILMUN #blackfriday https://t.co/rsN2UgvG7M",,Twitter Media Studio,False
Not Blaine,,Hi,2021-11-17 17:24:35+00:00,33,35,1539,False,2021-11-24 20:21:47+00:00,CAN SOMEONE PLEASE GIVE ME A FUCKING SHINY STONE #pokemon #PokemonBrilliantDiamond #PokemonShiningPearl #PokemonBDSP #PokemonGO #NFT #NFTGiveaway #GRAMMYs #BTS_Butter #BTSARMY,"['pokemon', 'PokemonBrilliantDiamond', 'PokemonShiningPearl']",Twitter for iPhone,False
scott8970,Perth WA ,50+ aussie male with a son job wise im a iron ore miner ex dairy farmer meat worker Earth moving tyre fitter & had the Astra jab and like hunting ferals fishing,2012-09-29 04:06:57+00:00,823,563,32789,False,2021-11-24 20:20:25+00:00,https://t.co/kzdCH8y6sG yeah but only takes one super spreader to change that #COVID19 #GRAMMYs #Crypto #wednesdaythought #ThursdayMotivation #auspol #9News #FoxNews #BBCNewsnight #skynews,"['COVID19', 'GRAMMYs', 'Crypto']",Twitter for Android,False
whatonwhatsgood - jovintardif,,"■Entertainment updates
□#cinqque5tion interviews  https://t.co/SKyRdRHYUS
■ My TV/Movies ratings at
https://t.co/bOr36s6E7B",2019-06-27 15:12:12+00:00,965,817,1792,False,2021-11-24 20:19:53+00:00,Grammy nominations with links to albums + in some cases if #ucanonlypick1 song from each album #GRAMMYs  https://t.co/drWz5U7ZDX,"['ucanonlypick1', 'GRAMMYs']",Twitter Web App,False
Chairman of Ilorin 😎😋✍️,,"Former account got suspended again🥺
Media consultant | Brand strategist |
Social Media Marketer✍️
 |Creative Director:(Thecuteabiolaentertainment)",2021-10-25 16:11:08+00:00,81,66,1311,False,2021-11-24 20:19:06+00:00,"Wizkid really meant it when he said ""going for the big leagues no relegation"" 🦅 #GRAMMYs",['GRAMMYs'],Twitter for Android,False
Music Choice,New York City,"When @ciara said “Boy that music makes me lose control”, I felt that.",2009-01-30 21:01:28+00:00,132746,2970,29448,True,2021-11-24 20:19:01+00:00,"🏆 @Olivia_Rodrigo
🏆 @LilNasX
🏆 @ladygaga @itstonybennett
🏆 @justinbieber
🏆 @JonBatiste
🏆 @HERMusicx
🏆 @DojaCat
🏆 @billieeilish
🏆 @kanyewest 
🏆 @taylorswift13 
Who's got your vote for Album of the Year at the #Grammys? https://t.co/8NRwgJUfxM",,Sprout Social,False
Griff,,"20 💰  trading: equities, #btc , NFTs.",2014-04-30 20:42:23+00:00,729,70,663,False,2021-11-24 20:18:28+00:00,#grammys remember when Cardi B won best rap album over Mac? Your awards show is terrible. Please be more in tune with music and your audience lmfao.,['grammys'],Twitter for iPhone,False
Dear Evan Hansen Movie,,"Yours to own on Digital NOW, Blu-ray 12/7 with bonus features 🎵",2021-05-06 21:38:00+00:00,8093,19,2386,True,2021-11-24 20:18:06+00:00,📣 Today is going to be a good day and here's why... #DearEvanHansenMovie is nominated for Best Compilation Soundtrack For Visual Media at the #GRAMMYs 🎶 Sing along + own the movie on Digital now https://t.co/PiSW2X3kQq,['DearEvanHansenMovie'],Twitter Web App,False
Pier 17,"New York, NY",#TheGreens❄️🏙️ | 🎤 Rooftop Concert Series,2018-03-12 13:55:40+00:00,2888,224,1093,True,2021-11-24 20:17:36+00:00,Congrats to all our past rooftop performers who were just nominated for @RecordingAcad #Grammys 🏆 🎵 Here's a #PierBack of some of their sets here! https://t.co/fNnjfvmIsj,['Grammys'],Twitter for iPhone,False
Chuva,United States,"My thoughts, my words",2021-10-29 06:48:56+00:00,1,13,0,False,2021-11-24 20:17:02+00:00,"Why are the Beatles Billboard Greatest Artist of All Time?
Easy:
- Most #1 songs ever (20)
- Most #1 albums ever (19)
- Most album sales ever (600 million)
- Only act to occupy first 5 positions simultaneously.

And much more. 
#GRAMMYs #Billboard200 #Grammy #BTS https://t.co/oAgHhUuW8u",,Twitter for iPhone,False
Shatta Ama 🇬🇭🇳🇬🇿🇦,,Shatta Wale wife Sarkodie chick Stonebwoy gf No DMs. Mention me for a Follow Back #FixTheCountry,2019-11-26 23:31:42+00:00,8106,6574,6949,False,2021-11-24 20:17:01+00:00,"Handsome Guy Sleeps On The “3tw3” Of His Girlfriend; Teases In Video (Video) - https://t.co/b0BwxKiiF7 

Reece James Yaw Tog #GRAMMYs Chelsea #puredrive Carrick #NSMQ2021 Francisca",,Twitter Web App,False
BILL is DiFFereNT🧑🏻‍🦱🌟,Living the moment👌🏻,GOD FIRST🧎‍♂️VALUE OTHERS❤️ ▪️EVENT_PLANNER▪️TALENT MANAGER .... @christmaseventz @christmassoccer ⭐️ #nike ❤️,2020-03-05 12:10:23+00:00,1661,1209,26048,False,2021-11-24 20:16:03+00:00,"Where this?😢 sorry for who nor get CHAIRMAN… background music (CHAIRMAN) by @winnie_rhybet is on audiomack. 

She got so dope talent 🔥 next Gyakie

 #GRAMMYs Yaw Tog Stonebowy Ghana https://t.co/QWyh3J8KWS",,Twitter for iPhone,False
🎄Tebogo Koma🎄,"Knysna, South Africa",• “Memento Mori” • 🎮 Entrepreneur • 🎓 Science. ↓ Click Link 4 Bio ↓,2017-01-20 12:44:36+00:00,8044,2433,1305,False,2021-11-24 20:16:00+00:00,"Get your own Investment Platform today with:

• FREE Domain name
• FREE SLL Certificate
• Pay in Instalments
✔️ PCI Compliant

📮WhatsApp: https://t.co/GZwXhIULTw

__
#GRAMMYs Sancho #ICanWithAbsa Chelsea The ANC #crypto #fintech Mbaks EFF Reece James #VILMUN https://t.co/xQZxkvLTHW",,Twitter Media Studio,False
Fintechno Viking,,ʜᴏᴛᴛʀᴀx | ᴛᴏᴏʟʀᴏᴏᴍ | ᴇʟʀᴏᴡ | ʀᴇᴘᴏᴘᴜʟᴀᴛᴇ ᴍᴀʀs | ᴄʟᴜʙ sᴡᴇᴀᴛ | sᴀᴠᴇᴅ | ʀᴇʟɪᴇғ | sᴏᴜᴛʜ ᴏғ sᴀᴛᴜʀɴ | ɴᴏɴsᴛᴏᴘ | ɢᴏᴅᴇᴇᴠᴀ | ʙᴀsɪᴄᴀ | ɴᴇʀᴠᴏᴜs | ᴅᴇʟɪᴄɪᴏᴜs | ʜᴀᴘᴘʏ ᴛᴇᴄʜɴᴏ,2020-08-24 22:19:29+00:00,1775,3863,53650,False,2021-11-24 20:15:21+00:00,Not a #GRAMMYs nominee but I do have the number 1 dance album and number 1 house album on #Sweden’s #itunes right now. Shoutout to @elrow_ and @rybo_music and to all the Swedes jamming to my music right now. https://t.co/cuLN1SG4hH,"['GRAMMYs', 'Sweden', 'itunes']",Twitter for iPhone,False
